event_id,band,band_label,component,variant,metric,value
11,3,114-359km,v,blur_sigma0.5,freq_l1,0.000771792430896312
11,3,114-359km,v,blur_sigma0.5,freq_l1_unweighted,0.0010381515603512526
11,3,114-359km,v,blur_sigma0.5,melr,-0.0005960204871371388
11,3,114-359km,v,blur_sigma0.5,swd,0.0005084152217023075
11,4,>325km,u,blur_sigma0.5,freq_l1,0.00010467015817994252
11,4,>325km,u,blur_sigma0.5,freq_l1_unweighted,0.00011429600999690592
11,4,>325km,u,blur_sigma0.5,melr,-4.423789505381137e-05
11,4,>325km,u,blur_sigma0.5,swd,0.0004184222489129752
11,4,>325km,v,blur_sigma0.5,freq_l1,0.00010354869300499558
11,4,>325km,v,blur_sigma0.5,freq_l1_unweighted,0.00010675872181309387
11,4,>325km,v,blur_sigma0.5,melr,-1.787049950507935e-05
11,4,>325km,v,blur_sigma0.5,swd,0.00039006295264698565
11,0,6-25km,u,blur_sigma1,freq_l1,0.10154268145561218
11,0,6-25km,u,blur_sigma1,freq_l1_unweighted,0.20791743695735931
11,0,6-25km,u,blur_sigma1,melr,-0.17204265296459198
11,0,6-25km,u,blur_sigma1,swd,0.11844097822904587
11,0,6-25km,v,blur_sigma1,freq_l1,0.12769682705402374
11,0,6-25km,v,blur_sigma1,freq_l1_unweighted,0.29091742634773254
11,0,6-25km,v,blur_sigma1,melr,-0.23270954191684723
11,0,6-25km,v,blur_sigma1,swd,0.1915881335735321
11,1,28-86km,u,blur_sigma1,freq_l1,0.043618153780698776
11,1,28-86km,u,blur_sigma1,freq_l1_unweighted,0.0727621540427208
11,1,28-86km,u,blur_sigma1,melr,-0.043814610689878464
11,1,28-86km,u,blur_sigma1,swd,0.020486371591687202
11,1,28-86km,v,blur_sigma1,freq_l1,0.048440638929605484
11,1,28-86km,v,blur_sigma1,freq_l1_unweighted,0.0781414732336998
11,1,28-86km,v,blur_sigma1,melr,-0.04462514817714691
11,1,28-86km,v,blur_sigma1,swd,0.023761970922350883
11,2,57-175km,u,blur_sigma1,freq_l1,0.012852031737565994
11,2,57-175km,u,blur_sigma1,freq_l1_unweighted,0.02054317109286785
11,2,57-175km,u,blur_sigma1,melr,-0.012109099887311459
11,2,57-175km,u,blur_sigma1,swd,0.006244634743779898
11,2,57-175km,v,blur_sigma1,freq_l1,0.01370334718376398
11,2,57-175km,v,blur_sigma1,freq_l1_unweighted,0.01944538578391075
11,2,57-175km,v,blur_sigma1,melr,-0.010358722880482674
11,2,57-175km,v,blur_sigma1,swd,0.006468586623668671
11,3,114-359km,u,blur_sigma1,freq_l1,0.0036818806547671556
11,3,114-359km,u,blur_sigma1,freq_l1_unweighted,0.005724797490984201
11,3,114-359km,u,blur_sigma1,melr,-0.0037651201710104942
11,3,114-359km,u,blur_sigma1,swd,0.0021436552051454782
11,3,114-359km,v,blur_sigma1,freq_l1,0.003431023098528385
11,3,114-359km,v,blur_sigma1,freq_l1_unweighted,0.004624997731298208
11,3,114-359km,v,blur_sigma1,melr,-0.0026863187085837126
11,3,114-359km,v,blur_sigma1,swd,0.001901598065160215
11,4,>325km,u,blur_sigma1,freq_l1,0.00044639097177423537
11,4,>325km,u,blur_sigma1,freq_l1_unweighted,0.0004937135963700712
11,4,>325km,u,blur_sigma1,melr,-0.0002213341649621725
11,4,>325km,u,blur_sigma1,swd,0.0016197500517591834
11,4,>325km,v,blur_sigma1,freq_l1,0.0004442379286047071
11,4,>325km,v,blur_sigma1,freq_l1_unweighted,0.00046589694102294743
11,4,>325km,v,blur_sigma1,melr,-9.984529606299475e-05
11,4,>325km,v,blur_sigma1,swd,0.001547263702377677
11,0,6-25km,u,blur_sigma2,freq_l1,0.16798579692840576
11,0,6-25km,u,blur_sigma2,freq_l1_unweighted,0.3672265112400055
11,0,6-25km,u,blur_sigma2,melr,-0.3036080598831177
11,0,6-25km,u,blur_sigma2,swd,0.20816722512245178
11,0,6-25km,v,blur_sigma2,freq_l1,0.19935105741024017
11,0,6-25km,v,blur_sigma2,freq_l1_unweighted,0.4765263795852661
11,0,6-25km,v,blur_sigma2,melr,-0.37152841687202454
11,0,6-25km,v,blur_sigma2,swd,0.32138341665267944
11,1,28-86km,u,blur_sigma2,freq_l1,0.12550023198127747
11,1,28-86km,u,blur_sigma2,freq_l1_unweighted,0.21824902296066284
11,1,28-86km,u,blur_sigma2,melr,-0.13753999769687653
11,1,28-86km,u,blur_sigma2,swd,0.06196146830916405
11,1,28-86km,v,blur_sigma2,freq_l1,0.13631893694400787
11,1,28-86km,v,blur_sigma2,freq_l1_unweighted,0.23002122342586517
11,1,28-86km,v,blur_sigma2,melr,-0.13550706207752228
11,1,28-86km,v,blur_sigma2,swd,0.06935375183820724
11,2,57-175km,u,blur_sigma2,freq_l1,0.04569646343588829
11,2,57-175km,u,blur_sigma2,freq_l1_unweighted,0.07397190481424332
11,2,57-175km,u,blur_sigma2,melr,-0.044955775141716
11,2,57-175km,u,blur_sigma2,swd,0.02376539446413517
11,2,57-175km,v,blur_sigma2,freq_l1,0.048613548278808594
11,2,57-175km,v,blur_sigma2,freq_l1_unweighted,0.0697353407740593
11,2,57-175km,v,blur_sigma2,melr,-0.037807028740644455
11,2,57-175km,v,blur_sigma2,swd,0.023834601044654846
11,3,114-359km,u,blur_sigma2,freq_l1,0.01371777057647705
11,3,114-359km,u,blur_sigma2,freq_l1_unweighted,0.021510174497961998
11,3,114-359km,u,blur_sigma2,melr,-0.014460497535765171
11,3,114-359km,u,blur_sigma2,swd,0.008832722902297974
11,3,114-359km,v,blur_sigma2,freq_l1,0.012910052202641964
11,3,114-359km,v,blur_sigma2,freq_l1_unweighted,0.01745309680700302
11,3,114-359km,v,blur_sigma2,melr,-0.010258892551064491
11,3,114-359km,v,blur_sigma2,swd,0.009000013582408428
11,4,>325km,u,blur_sigma2,freq_l1,0.0015929954824969172
11,4,>325km,u,blur_sigma2,freq_l1_unweighted,0.0017979155527427793
11,4,>325km,u,blur_sigma2,melr,-0.0009492544922977686
11,4,>325km,u,blur_sigma2,swd,0.005863439291715622
11,4,>325km,v,blur_sigma2,freq_l1,0.001617826521396637
11,4,>325km,v,blur_sigma2,freq_l1_unweighted,0.0017423367826268077
11,4,>325km,v,blur_sigma2,melr,-0.0004966458072885871
11,4,>325km,v,blur_sigma2,swd,0.005537957418709993
402,0,6-25km,u,shift_2px,freq_l1,0.35519325733184814
402,0,6-25km,u,shift_2px,freq_l1_unweighted,0.6879093647003174
402,0,6-25km,u,shift_2px,melr,3.106315915601954e-08
402,0,6-25km,u,shift_2px,swd,0.046878326684236526
402,0,6-25km,v,shift_2px,freq_l1,0.36039838194847107
402,0,6-25km,v,shift_2px,freq_l1_unweighted,0.6482961773872375
402,0,6-25km,v,shift_2px,melr,2.0708773362798638e-08
402,0,6-25km,v,shift_2px,swd,0.04197417572140694
402,1,28-86km,u,shift_2px,freq_l1,0.36844879388809204
402,1,28-86km,u,shift_2px,freq_l1_unweighted,0.5140937566757202
402,1,28-86km,u,shift_2px,melr,0.0
402,1,28-86km,u,shift_2px,swd,0.021196171641349792
402,1,28-86km,v,shift_2px,freq_l1,0.38599058985710144
402,1,28-86km,v,shift_2px,freq_l1_unweighted,0.5172515511512756
402,1,28-86km,v,shift_2px,melr,2.0708773362798638e-08
402,1,28-86km,v,shift_2px,swd,0.01669607311487198
402,2,57-175km,u,shift_2px,freq_l1,0.23992863297462463
402,2,57-175km,u,shift_2px,freq_l1_unweighted,0.2927204668521881
402,2,57-175km,u,shift_2px,melr,-2.1316282919835953e-15
402,2,57-175km,u,shift_2px,swd,0.017602551728487015
402,2,57-175km,v,shift_2px,freq_l1,0.2539026439189911
402,2,57-175km,v,shift_2px,freq_l1_unweighted,0.29825466871261597
402,2,57-175km,v,shift_2px,melr,-1.0354389345934578e-08
402,2,57-175km,v,shift_2px,swd,0.011322884820401669
402,3,114-359km,u,shift_2px,freq_l1,0.12388992309570312
402,3,114-359km,u,shift_2px,freq_l1_unweighted,0.14245355129241943
402,3,114-359km,u,shift_2px,melr,-2.0708778691869156e-08
402,3,114-359km,u,shift_2px,swd,0.009516743943095207
402,3,114-359km,v,shift_2px,freq_l1,0.14665767550468445
402,3,114-359km,v,shift_2px,freq_l1_unweighted,0.15200218558311462
402,3,114-359km,v,shift_2px,melr,-4.141755738373831e-08
402,3,114-359km,v,shift_2px,swd,0.00730088260024786
402,4,>325km,u,shift_2px,freq_l1,0.021111711859703064
402,4,>325km,u,shift_2px,freq_l1_unweighted,0.026360321789979935
402,4,>325km,u,shift_2px,melr,-1.0354387569577739e-08
402,4,>325km,u,shift_2px,swd,0.010908098891377449
402,4,>325km,v,shift_2px,freq_l1,0.0231774989515543
402,4,>325km,v,shift_2px,freq_l1_unweighted,0.02604433335363865
402,4,>325km,v,shift_2px,melr,-1.0354391122291418e-08
402,4,>325km,v,shift_2px,swd,0.0050372290425002575
402,0,6-25km,u,shift_3px,freq_l1,0.39996105432510376
402,0,6-25km,u,shift_3px,freq_l1_unweighted,0.7397388219833374
402,0,6-25km,u,shift_3px,melr,4.1417546725597276e-08
402,0,6-25km,u,shift_3px,swd,0.048670049756765366
402,0,6-25km,v,shift_3px,freq_l1,0.39612865447998047
402,0,6-25km,v,shift_3px,freq_l1_unweighted,0.6833081245422363
402,0,6-25km,v,shift_3px,melr,3.106315915601954e-08
402,0,6-25km,v,shift_3px,swd,0.04052543640136719
402,1,28-86km,u,shift_3px,freq_l1,0.4798223078250885
402,1,28-86km,u,shift_3px,freq_l1_unweighted,0.7047650218009949
402,1,28-86km,u,shift_3px,melr,1.0354386681399319e-08
402,1,28-86km,u,shift_3px,swd,0.023799924179911613
402,1,28-86km,v,shift_3px,freq_l1,0.49733009934425354
402,1,28-86km,v,shift_3px,freq_l1_unweighted,0.7081087827682495
402,1,28-86km,v,shift_3px,melr,2.0708773362798638e-08
402,1,28-86km,v,shift_3px,swd,0.01822657883167267
402,2,57-175km,u,shift_3px,freq_l1,0.3458858132362366
402,2,57-175km,u,shift_3px,freq_l1_unweighted,0.4295356869697571
402,2,57-175km,u,shift_3px,melr,1.035438490504248e-08
402,2,57-175km,u,shift_3px,swd,0.019015122205018997
402,2,57-175km,v,shift_3px,freq_l1,0.3632712960243225
402,2,57-175km,v,shift_3px,freq_l1_unweighted,0.43667611479759216
402,2,57-175km,v,shift_3px,melr,-1.0354389345934578e-08
402,2,57-175km,v,shift_3px,swd,0.012510061264038086
402,3,114-359km,u,shift_3px,freq_l1,0.18436510860919952
402,3,114-359km,u,shift_3px,freq_l1_unweighted,0.21247205138206482
402,3,114-359km,u,shift_3px,melr,-2.0708778691869156e-08
402,3,114-359km,u,shift_3px,swd,0.011650793254375458
402,3,114-359km,v,shift_3px,freq_l1,0.21756133437156677
402,3,114-359km,v,shift_3px,freq_l1_unweighted,0.2267928421497345
402,3,114-359km,v,shift_3px,melr,2.07087715864418e-08
402,3,114-359km,v,shift_3px,swd,0.007780767977237701
402,4,>325km,u,shift_3px,freq_l1,0.031678516417741776
402,4,>325km,u,shift_3px,freq_l1_unweighted,0.03950643911957741
402,4,>325km,u,shift_3px,melr,5.17719289661045e-09
402,4,>325km,u,shift_3px,swd,0.012275684624910355
402,4,>325km,v,shift_3px,freq_l1,0.03475078195333481
402,4,>325km,v,shift_3px,freq_l1_unweighted,0.03900925815105438
402,4,>325km,v,shift_3px,melr,-1.0354389345934578e-08
402,4,>325km,v,shift_3px,swd,0.007186486851423979
402,0,6-25km,u,blur_sigma0.5,freq_l1,0.02946227230131626
402,0,6-25km,u,blur_sigma0.5,freq_l1_unweighted,0.05650469660758972
402,0,6-25km,u,blur_sigma0.5,melr,-0.05998606234788895
402,0,6-25km,u,blur_sigma0.5,swd,0.031977832317352295
402,0,6-25km,v,blur_sigma0.5,freq_l1,0.029857734218239784
402,0,6-25km,v,blur_sigma0.5,freq_l1_unweighted,0.05365816876292229
402,0,6-25km,v,blur_sigma0.5,melr,-0.06319395452737808
402,0,6-25km,v,blur_sigma0.5,swd,0.03345247358083725
402,1,28-86km,u,blur_sigma0.5,freq_l1,0.009099123999476433
402,1,28-86km,u,blur_sigma0.5,freq_l1_unweighted,0.012828951701521873
402,1,28-86km,u,blur_sigma0.5,melr,-0.0084548220038414
402,1,28-86km,u,blur_sigma0.5,swd,0.0034764199517667294
402,1,28-86km,v,blur_sigma0.5,freq_l1,0.008989457972347736
402,1,28-86km,v,blur_sigma0.5,freq_l1_unweighted,0.012791643850505352
402,1,28-86km,v,blur_sigma0.5,melr,-0.010259203612804413
402,1,28-86km,v,blur_sigma0.5,swd,0.0036338113714009523
402,2,57-175km,u,blur_sigma0.5,freq_l1,0.0025365897454321384
402,2,57-175km,u,blur_sigma0.5,freq_l1_unweighted,0.003196104895323515
402,2,57-175km,u,blur_sigma0.5,melr,-0.001752865151502192
402,2,57-175km,u,blur_sigma0.5,swd,0.0011268670205026865
402,2,57-175km,v,blur_sigma0.5,freq_l1,0.002694296184927225
402,2,57-175km,v,blur_sigma0.5,freq_l1_unweighted,0.003350938204675913
402,2,57-175km,v,blur_sigma0.5,melr,-0.0023038785438984632
402,2,57-175km,v,blur_sigma0.5,swd,0.0012532835826277733
402,3,114-359km,u,blur_sigma0.5,freq_l1,0.0006421360885724425
402,3,114-359km,u,blur_sigma0.5,freq_l1_unweighted,0.0007468749536201358
402,3,114-359km,u,blur_sigma0.5,melr,-0.00035175291122868657
402,3,114-359km,u,blur_sigma0.5,swd,0.0003624576493166387
402,3,114-359km,v,blur_sigma0.5,freq_l1,0.0006771170301362872
402,3,114-359km,v,blur_sigma0.5,freq_l1_unweighted,0.0007766734343022108
402,3,114-359km,v,blur_sigma0.5,melr,-0.0005235091084614396
402,3,114-359km,v,blur_sigma0.5,swd,0.0004272191727068275
402,4,>325km,u,blur_sigma0.5,freq_l1,4.461620846996084e-05
402,4,>325km,u,blur_sigma0.5,freq_l1_unweighted,4.834927312913351e-05
402,4,>325km,u,blur_sigma0.5,melr,-5.585007602348924e-05
402,4,>325km,u,blur_sigma0.5,swd,0.00018005084712058306
402,4,>325km,v,blur_sigma0.5,freq_l1,7.486225513275713e-05
402,4,>325km,v,blur_sigma0.5,freq_l1_unweighted,7.580119563499466e-05
402,4,>325km,v,blur_sigma0.5,melr,-9.681400842964649e-05
402,4,>325km,v,blur_sigma0.5,swd,0.00027044268790632486
402,0,6-25km,u,blur_sigma1,freq_l1,0.08861898630857468
402,0,6-25km,u,blur_sigma1,freq_l1_unweighted,0.1767236292362213
402,0,6-25km,u,blur_sigma1,melr,-0.17494617402553558
402,0,6-25km,u,blur_sigma1,swd,0.09972792118787766
402,0,6-25km,v,blur_sigma1,freq_l1,0.08972577005624771
402,0,6-25km,v,blur_sigma1,freq_l1_unweighted,0.16789717972278595
402,0,6-25km,v,blur_sigma1,melr,-0.19065821170806885
402,0,6-25km,v,blur_sigma1,swd,0.10007008165121078
402,1,28-86km,u,blur_sigma1,freq_l1,0.0382404550909996
402,1,28-86km,u,blur_sigma1,freq_l1_unweighted,0.05447652190923691
402,1,28-86km,u,blur_sigma1,melr,-0.03568224236369133
402,1,28-86km,u,blur_sigma1,swd,0.01571463607251644
402,1,28-86km,v,blur_sigma1,freq_l1,0.03779877349734306
402,1,28-86km,v,blur_sigma1,freq_l1_unweighted,0.05427701026201248
402,1,28-86km,v,blur_sigma1,melr,-0.04388341307640076
402,1,28-86km,v,blur_sigma1,swd,0.015665126964449883
402,2,57-175km,u,blur_sigma1,freq_l1,0.011295347474515438
402,2,57-175km,u,blur_sigma1,freq_l1_unweighted,0.014273732900619507
402,2,57-175km,u,blur_sigma1,melr,-0.007967271842062473
402,2,57-175km,u,blur_sigma1,swd,0.004696608986705542
402,2,57-175km,v,blur_sigma1,freq_l1,0.011956801638007164
402,2,57-175km,v,blur_sigma1,freq_l1_unweighted,0.014875292778015137
402,2,57-175km,v,blur_sigma1,melr,-0.01052321121096611
402,2,57-175km,v,blur_sigma1,swd,0.0051843151450157166
402,3,114-359km,u,blur_sigma1,freq_l1,0.00284810783341527
402,3,114-359km,u,blur_sigma1,freq_l1_unweighted,0.00332646444439888
402,3,114-359km,u,blur_sigma1,melr,-0.0016387574141845107
402,3,114-359km,u,blur_sigma1,swd,0.0014333853032439947
402,3,114-359km,v,blur_sigma1,freq_l1,0.0029456899501383305
402,3,114-359km,v,blur_sigma1,freq_l1_unweighted,0.0033974156249314547
402,3,114-359km,v,blur_sigma1,melr,-0.002419243799522519
402,3,114-359km,v,blur_sigma1,swd,0.0016335161635652184
402,4,>325km,u,blur_sigma1,freq_l1,0.00019089094712398946
402,4,>325km,u,blur_sigma1,freq_l1_unweighted,0.00020980807312298566
402,4,>325km,u,blur_sigma1,melr,-0.00026744394563138485
402,4,>325km,u,blur_sigma1,swd,0.0007463619695045054
402,4,>325km,v,blur_sigma1,freq_l1,0.0003152569697704166
402,4,>325km,v,blur_sigma1,freq_l1_unweighted,0.00032106012804433703
402,4,>325km,v,blur_sigma1,melr,-0.0004460167547222227
402,4,>325km,v,blur_sigma1,swd,0.0007696878747083247
402,0,6-25km,u,blur_sigma2,freq_l1,0.14279453456401825
402,0,6-25km,u,blur_sigma2,freq_l1_unweighted,0.30202239751815796
402,0,6-25km,u,blur_sigma2,melr,-0.27492019534111023
402,0,6-25km,u,blur_sigma2,swd,0.17901267111301422
402,0,6-25km,v,blur_sigma2,freq_l1,0.14289669692516327
402,0,6-25km,v,blur_sigma2,freq_l1_unweighted,0.28569814562797546
402,0,6-25km,v,blur_sigma2,melr,-0.3166860044002533
402,0,6-25km,v,blur_sigma2,swd,0.1790146380662918
402,1,28-86km,u,blur_sigma2,freq_l1,0.10923024266958237
402,1,28-86km,u,blur_sigma2,freq_l1_unweighted,0.1612442284822464
402,1,28-86km,u,blur_sigma2,melr,-0.10432808101177216
402,1,28-86km,u,blur_sigma2,swd,0.048639606684446335
402,1,28-86km,v,blur_sigma2,freq_l1,0.10843844711780548
402,1,28-86km,v,blur_sigma2,freq_l1_unweighted,0.1613597720861435
402,1,28-86km,v,blur_sigma2,melr,-0.13376791775226593
402,1,28-86km,v,blur_sigma2,swd,0.04826003313064575
402,2,57-175km,u,blur_sigma2,freq_l1,0.04008829593658447
402,2,57-175km,u,blur_sigma2,freq_l1_unweighted,0.051222383975982666
402,2,57-175km,u,blur_sigma2,melr,-0.029180437326431274
402,2,57-175km,u,blur_sigma2,swd,0.016278591006994247
402,2,57-175km,v,blur_sigma2,freq_l1,0.042332723736763
402,2,57-175km,v,blur_sigma2,freq_l1_unweighted,0.05318070575594902
402,2,57-175km,v,blur_sigma2,melr,-0.03904422000050545
402,2,57-175km,v,blur_sigma2,swd,0.01883220300078392
402,3,114-359km,u,blur_sigma2,freq_l1,0.010613720864057541
402,3,114-359km,u,blur_sigma2,freq_l1_unweighted,0.01244150660932064
402,3,114-359km,u,blur_sigma2,melr,-0.006500564515590668
402,3,114-359km,u,blur_sigma2,swd,0.006046419031918049
402,3,114-359km,v,blur_sigma2,freq_l1,0.010735588148236275
402,3,114-359km,v,blur_sigma2,freq_l1_unweighted,0.012554359622299671
402,3,114-359km,v,blur_sigma2,melr,-0.009507189504802227
402,3,114-359km,v,blur_sigma2,swd,0.00565036665648222
402,4,>325km,u,blur_sigma2,freq_l1,0.0006769881001673639
402,4,>325km,u,blur_sigma2,freq_l1_unweighted,0.0007693130755797029
402,4,>325km,u,blur_sigma2,melr,-0.001097925123758614
402,4,>325km,u,blur_sigma2,swd,0.0022245319560170174
402,4,>325km,v,blur_sigma2,freq_l1,0.0011104668956249952
402,4,>325km,v,blur_sigma2,freq_l1_unweighted,0.0011541509302332997
402,4,>325km,v,blur_sigma2,melr,-0.0018073568353429437
402,4,>325km,v,blur_sigma2,swd,0.002807063050568104
428,0,6-25km,u,shift_2px,freq_l1,0.5801319479942322
428,0,6-25km,u,shift_2px,freq_l1_unweighted,1.0793863534927368
428,0,6-25km,u,shift_2px,melr,2.353269756838472e-08
428,0,6-25km,u,shift_2px,swd,0.05007138475775719
428,0,6-25km,v,shift_2px,freq_l1,0.471498042345047
428,0,6-25km,v,shift_2px,freq_l1_unweighted,0.8400363922119141
428,0,6-25km,v,shift_2px,melr,2.8827553677501783e-08
428,0,6-25km,v,shift_2px,swd,0.05269595980644226
428,1,28-86km,u,shift_2px,freq_l1,0.5403264760971069
428,1,28-86km,u,shift_2px,freq_l1_unweighted,0.7491740584373474
428,1,28-86km,u,shift_2px,melr,1.0001396155701059e-08
428,1,28-86km,u,shift_2px,swd,0.021756764501333237
428,1,28-86km,v,shift_2px,freq_l1,0.44485947489738464
428,1,28-86km,v,shift_2px,freq_l1_unweighted,0.6083186268806458
428,1,28-86km,v,shift_2px,melr,1.3531299636326821e-08
428,1,28-86km,v,shift_2px,swd,0.01734808087348938
428,2,57-175km,u,shift_2px,freq_l1,0.32865574955940247
428,2,57-175km,u,shift_2px,freq_l1_unweighted,0.4017305076122284
428,2,57-175km,u,shift_2px,melr,-2.9415885283157195e-09
428,2,57-175km,u,shift_2px,swd,0.014814365655183792
428,2,57-175km,v,shift_2px,freq_l1,0.2694108784198761
428,2,57-175km,v,shift_2px,freq_l1_unweighted,0.33145439624786377
428,2,57-175km,v,shift_2px,melr,2.3532684689797634e-09
428,2,57-175km,v,shift_2px,swd,0.013247880153357983
428,3,114-359km,u,shift_2px,freq_l1,0.18231040239334106
428,3,114-359km,u,shift_2px,freq_l1_unweighted,0.19914370775222778
428,3,114-359km,u,shift_2px,melr,-2.220446049250313e-15
428,3,114-359km,u,shift_2px,swd,0.0074317664839327335
428,3,114-359km,v,shift_2px,freq_l1,0.1407090425491333
428,3,114-359km,v,shift_2px,freq_l1_unweighted,0.15670031309127808
428,3,114-359km,v,shift_2px,melr,-9.413080981346411e-09
428,3,114-359km,v,shift_2px,swd,0.0061880359426140785
428,4,>325km,u,shift_2px,freq_l1,0.03101072460412979
428,4,>325km,u,shift_2px,freq_l1_unweighted,0.03476480022072792
428,4,>325km,u,shift_2px,melr,1.588456832735119e-08
428,4,>325km,u,shift_2px,swd,0.0092898178845644
428,4,>325km,v,shift_2px,freq_l1,0.026514442637562752
428,4,>325km,v,shift_2px,freq_l1_unweighted,0.030008351430296898
428,4,>325km,v,shift_2px,melr,8.236441750852919e-09
428,4,>325km,v,shift_2px,swd,0.0073248534463346004
428,0,6-25km,u,shift_3px,freq_l1,0.6637213230133057
428,0,6-25km,u,shift_3px,freq_l1_unweighted,1.157810926437378
428,0,6-25km,u,shift_3px,melr,2.2944380617673232e-08
428,0,6-25km,u,shift_3px,swd,0.054720859974622726
428,0,6-25km,v,shift_3px,freq_l1,0.521840512752533
428,0,6-25km,v,shift_3px,freq_l1_unweighted,0.8726791739463806
428,0,6-25km,v,shift_3px,melr,3.294577766155271e-08
428,0,6-25km,v,shift_3px,swd,0.04322529584169388
428,1,28-86km,u,shift_3px,freq_l1,0.7019267678260803
428,1,28-86km,u,shift_3px,freq_l1_unweighted,1.0257340669631958
428,1,28-86km,u,shift_3px,melr,2.2356061890604906e-08
428,1,28-86km,u,shift_3px,swd,0.02983541414141655
428,1,28-86km,v,shift_3px,freq_l1,0.5695229768753052
428,1,28-86km,v,shift_3px,freq_l1_unweighted,0.8283186554908752
428,1,28-86km,v,shift_3px,melr,1.764952273219933e-08
428,1,28-86km,v,shift_3px,swd,0.019865911453962326
428,2,57-175km,u,shift_3px,freq_l1,0.4729967415332794
428,2,57-175km,u,shift_3px,freq_l1_unweighted,0.5892061591148376
428,2,57-175km,u,shift_3px,melr,-7.059810958054413e-09
428,2,57-175km,u,shift_3px,swd,0.02047581784427166
428,2,57-175km,v,shift_3px,freq_l1,0.38532668352127075
428,2,57-175km,v,shift_3px,freq_l1_unweighted,0.48511379957199097
428,2,57-175km,v,shift_3px,melr,2.3532686910243683e-09
428,2,57-175km,v,shift_3px,swd,0.015283920802175999
428,3,114-359km,u,shift_3px,freq_l1,0.270609050989151
428,3,114-359km,u,shift_3px,freq_l1_unweighted,0.2971341907978058
428,3,114-359km,u,shift_3px,melr,-5.294860105919952e-09
428,3,114-359km,u,shift_3px,swd,0.008969173766672611
428,3,114-359km,v,shift_3px,freq_l1,0.20842428505420685
428,3,114-359km,v,shift_3px,freq_l1_unweighted,0.23363842070102692
428,3,114-359km,v,shift_3px,melr,-5.294859217741532e-09
428,3,114-359km,v,shift_3px,swd,0.008801222778856754
428,4,>325km,u,shift_3px,freq_l1,0.04656451568007469
428,4,>325km,u,shift_3px,freq_l1_unweighted,0.05211228132247925
428,4,>325km,u,shift_3px,melr,8.236440862674499e-09
428,4,>325km,u,shift_3px,swd,0.012458587065339088
428,4,>325km,v,shift_3px,freq_l1,0.03971336409449577
428,4,>325km,v,shift_3px,freq_l1_unweighted,0.044974032789468765
428,4,>325km,v,shift_3px,melr,1.1766329022222521e-09
428,4,>325km,v,shift_3px,swd,0.009344256483018398
428,0,6-25km,u,blur_sigma0.5,freq_l1,0.05073104053735733
428,0,6-25km,u,blur_sigma0.5,freq_l1_unweighted,0.09886705130338669
428,0,6-25km,u,blur_sigma0.5,melr,-0.0856349840760231
428,0,6-25km,u,blur_sigma0.5,swd,0.060111623257398605
428,0,6-25km,v,blur_sigma0.5,freq_l1,0.040940236300230026
428,0,6-25km,v,blur_sigma0.5,freq_l1_unweighted,0.07391846925020218
428,0,6-25km,v,blur_sigma0.5,melr,-0.08393070846796036
428,0,6-25km,v,blur_sigma0.5,swd,0.047701094299554825
428,1,28-86km,u,blur_sigma0.5,freq_l1,0.014350193552672863
428,1,28-86km,u,blur_sigma0.5,freq_l1_unweighted,0.020662283524870872
428,1,28-86km,u,blur_sigma0.5,melr,-0.011931884102523327
428,1,28-86km,u,blur_sigma0.5,swd,0.00615307642146945
428,1,28-86km,v,blur_sigma0.5,freq_l1,0.011348678730428219
428,1,28-86km,v,blur_sigma0.5,freq_l1_unweighted,0.016066256910562515
428,1,28-86km,v,blur_sigma0.5,melr,-0.012393367476761341
428,1,28-86km,v,blur_sigma0.5,swd,0.004755663685500622
428,2,57-175km,u,blur_sigma0.5,freq_l1,0.003723984817042947
428,2,57-175km,u,blur_sigma0.5,freq_l1_unweighted,0.004802119452506304
428,2,57-175km,u,blur_sigma0.5,melr,-0.002388034714385867
428,2,57-175km,u,blur_sigma0.5,swd,0.0016391132958233356
428,2,57-175km,v,blur_sigma0.5,freq_l1,0.0029531943146139383
428,2,57-175km,v,blur_sigma0.5,freq_l1_unweighted,0.003896472742781043
428,2,57-175km,v,blur_sigma0.5,melr,-0.0027749696746468544
428,2,57-175km,v,blur_sigma0.5,swd,0.001279519172385335
428,3,114-359km,u,blur_sigma0.5,freq_l1,0.0008992705843411386
428,3,114-359km,u,blur_sigma0.5,freq_l1_unweighted,0.0011057419469580054
428,3,114-359km,u,blur_sigma0.5,melr,-0.0005996268591843545
428,3,114-359km,u,blur_sigma0.5,swd,0.00047556281788274646
428,3,114-359km,v,blur_sigma0.5,freq_l1,0.0007132820901460946
428,3,114-359km,v,blur_sigma0.5,freq_l1_unweighted,0.0008924855501390994
428,3,114-359km,v,blur_sigma0.5,melr,-0.0006721866084262729
428,3,114-359km,v,blur_sigma0.5,swd,0.00041116628563031554
428,4,>325km,u,blur_sigma0.5,freq_l1,7.337423448916525e-05
428,4,>325km,u,blur_sigma0.5,freq_l1_unweighted,8.25265160528943e-05
428,4,>325km,u,blur_sigma0.5,melr,-3.966052827308886e-05
428,4,>325km,u,blur_sigma0.5,swd,0.0002185745252063498
428,4,>325km,v,blur_sigma0.5,freq_l1,6.241328810574487e-05
428,4,>325km,v,blur_sigma0.5,freq_l1_unweighted,7.286098116310313e-05
428,4,>325km,v,blur_sigma0.5,melr,-7.10817621438764e-05
428,4,>325km,v,blur_sigma0.5,swd,0.00023138227697927505
